variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,country_code
Caturra,Brazil,Natural / Dry,2017,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,0.11,076
Bourbon,Brazil,Natural / Dry,2016,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,0.11,076
Caturra,Costa Rica,Washed / Wet,2015,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,0.1,188
Catuai,Costa Rica,Washed / Wet,2015,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,0.0,188
Catimor,China,Pulped natural / honey,2015,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,0.12,156
Bourbon,Brazil,Natural / Dry,2016,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,0.07,076
Mundo Novo,Brazil,Natural / Dry,2015,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,0.11,076
Bourbon,Guatemala,Washed / Wet,2015,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,0.1,320
Gesha,Malawi,Washed / Wet,2014,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,0.12,454
Bourbon,Brazil,Natural / Dry,2015,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,0.11,076
Pacas,Guatemala,Washed / Wet,2014,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,0.12,320
Caturra,Mexico,Washed / Wet,2014,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,0.11,484
Caturra,Colombia,Washed / Wet,2013,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,0.1,170
Bourbon,Guatemala,Washed / Wet,2013,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,0.12,320
Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,0.0,170
Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.12,484
Caturra,Costa Rica,Washed / Wet,2012,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,0.0,188
Bourbon,Guatemala,Washed / Wet,2012,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,0.11,320
Typica,Mexico,Natural / Dry,2012,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,0.15,484
Bourbon,Mexico,Washed / Wet,2012,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,0.13,484
Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,0.1,320
Mundo Novo,Brazil,Natural / Dry,2012,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,076
Typica,Mexico,Washed / Wet,2012,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,0.11,484
Mundo Novo,Brazil,Washed / Wet,2012,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.11,076
Caturra,Colombia,Natural / Dry,2012,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,0.0,170
Catuai,Brazil,Washed / Wet,2012,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,0.09,076
Pacas,Guatemala,Washed / Wet,2016,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,0.11,320
Yellow Bourbon,Brazil,Natural / Dry,2016,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,0.0,076
Bourbon,El Salvador,Washed / Wet,2014,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,222
Catuai,Honduras,Washed / Wet,2015,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,0.11,340
Gesha,Malawi,Washed / Wet,2014,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,0.13,454
Bourbon,Brazil,Natural / Dry,2015,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,0.11,076
Mundo Novo,Mexico,Washed / Wet,2013,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.12,484
Bourbon,Mexico,Washed / Wet,2012,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,0.16,484
Bourbon,Guatemala,Washed / Wet,2012,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,0.11,320
Bourbon,Mexico,Washed / Wet,2012,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,0.13,484
Typica,Mexico,Washed / Wet,2012,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,0.12,484
Other,El Salvador,Washed / Wet,2012,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,0.0,222
Typica,Mexico,Washed / Wet,2012,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,0.11,484
Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,0.1,484
Caturra,Colombia,Washed / Wet,2012,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,0.12,170
Caturra,Colombia,Washed / Wet,2012,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,0.11,170
Arusha,Brazil,Natural / Dry,2012,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,0.12,076
Caturra,Colombia,Washed / Wet,2012,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,0.22,170
Bourbon,Brazil,Natural / Dry,2016,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,0.11,076
Caturra,Honduras,Washed / Wet,2015,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,0.11,340
Caturra,Nicaragua,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,558
Yellow Bourbon,Brazil,Natural / Dry,2016,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,0.0,076
Caturra,Thailand,Washed / Wet,2014,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,0.12,764
Catuai,Honduras,Washed / Wet,2015,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,0.11,340
Bourbon,Guatemala,Washed / Wet,2014,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,0.09,320
Mundo Novo,Brazil,Natural / Dry,2014,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,0.12,076
Other,Mexico,Washed / Wet,2013,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,0.12,484
Other,Mexico,Washed / Wet,2013,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,0.1,484
Caturra,Colombia,Washed / Wet,2013,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,0.0,170
Typica,Mexico,Washed / Wet,2012,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,0.15,484
Caturra,Guatemala,Washed / Wet,2012,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,0.12,320
Typica,Mexico,Washed / Wet,2012,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,0.12,484
Typica,Mexico,Washed / Wet,2012,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,0.1,484
Caturra,Colombia,Washed / Wet,2010,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,0.08,170
Bourbon,Indonesia,Washed / Wet,2017,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,0.15,360
Caturra,Colombia,Washed / Wet,2016,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,0.0,170
Bourbon,Brazil,Natural / Dry,2016,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,0.11,076
Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,0.0,076
Caturra,Costa Rica,Washed / Wet,2015,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,0.0,188
Caturra,Colombia,Washed / Wet,2013,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,0.11,170
Caturra,Costa Rica,Washed / Wet,2013,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,0.11,188
Typica,Mexico,Washed / Wet,2012,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.13,484
Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,0.13,484
Typica,Mexico,Washed / Wet,2012,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,0.11,484
Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,0.11,484
Caturra,Colombia,Washed / Wet,Jan-11,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,0.08,170
Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.12,340
Caturra,Honduras,Natural / Dry,2016,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,0.1,340
Bourbon,Brazil,Natural / Dry,2016,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,0.11,076
Gesha,Malawi,Washed / Wet,2014,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,0.13,454
Caturra,Thailand,Washed / Wet,2013,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,0.11,764
Catuai,Costa Rica,Washed / Wet,2013,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,7.33,0.1,188
Caturra,Honduras,Washed / Wet,2014,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,0.11,340
Caturra,Colombia,Washed / Wet,2013,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.17,0.11,170
Mundo Novo,Brazil,Natural / Dry,2012,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,7.67,0.11,076
Typica,Mexico,Washed / Wet,2012,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,7.42,0.12,484
Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,0.12,076
Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.42,0.11,076
Bourbon,Guatemala,Natural / Dry,2012,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,7.17,0.11,320
Mundo Novo,Brazil,Semi-washed / Semi-pulped,2012,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.12,076
Bourbon,Guatemala,Washed / Wet,2012,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,7.42,0.0,320
Caturra,Colombia,Washed / Wet,2012,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,8.0,0.07,170
Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,7.58,0.1,320
Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,7.42,0.11,320
Caturra,Honduras,Washed / Wet,2017,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.33,0.12,340
Catuai,Brazil,Natural / Dry,2017,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,7.5,0.11,076
Bourbon,El Salvador,Washed / Wet,2014,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,7.33,0.11,222
Catuai,Guatemala,Washed / Wet,2015,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,7.25,0.11,320
Caturra,Nicaragua,Washed / Wet,2013,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,7.33,0.12,558
SL28,Zambia,Washed / Wet,2014,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,7.25,0.0,894
Caturra,Honduras,Washed / Wet,2012,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.42,0.11,340
Bourbon,Mexico,Washed / Wet,2013,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,7.25,0.12,484
Typica,Mexico,Semi-washed / Semi-pulped,2012,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,7.42,0.13,484
Mundo Novo,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.58,0.14,484
Other,Mexico,Washed / Wet,2012,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,7.5,0.12,484
Bourbon,Mexico,Washed / Wet,2012,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,7.33,0.12,484
Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,0.12,076
Caturra,Colombia,Washed / Wet,2010,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.33,0.09,170
Bourbon,Guatemala,Washed / Wet,2017,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.42,0.1,320
Catuai,Costa Rica,Pulped natural / honey,2016,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,7.33,0.0,188
Mundo Novo,Brazil,Natural / Dry,2016,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.33,0.11,076
Other,Indonesia,Other,2015,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,0.11,360
Bourbon,Guatemala,Washed / Wet,2015,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,7.17,0.1,320
Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,7.75,0.0,076
Yellow Bourbon,Brazil,Natural / Dry,2016,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,8.25,0.0,076
Catuai,Myanmar,Washed / Wet,2015,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,7.33,0.0,104
Catuai,Mexico,Washed / Wet,2015,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,7.42,0.11,484
Catuai,Honduras,Washed / Wet,2015,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,0.12,340
Caturra,Costa Rica,Washed / Wet,2015,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,7.42,0.09,188
Typica,Indonesia,Other,2014,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,0.11,360
Gesha,Malawi,Washed / Wet,2014,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,0.13,454
Bourbon,Brazil,Natural / Dry,2015,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,0.11,076
Caturra,Honduras,Natural / Dry,2014,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,0.1,340
Typica,Mexico,Washed / Wet,2014,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,7.5,0.11,484
Caturra,Colombia,Washed / Wet,2013,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,7.33,0.0,170
Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12,076
Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,7.5,0.11,320
Bourbon,Mexico,Washed / Wet,2012,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,7.25,0.12,484
Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,7.42,0.12,484
Mundo Novo,Brazil,Washed / Wet,2011,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.33,0.02,076
Caturra,Colombia,Washed / Wet,2011,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,0.05,170
Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.11,320
Caturra,Brazil,Natural / Dry,2013,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,7.25,0.1,076
Bourbon,Mexico,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,7.5,0.13,484
Mundo Novo,Mexico,Washed / Wet,2012,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.25,0.13,484
Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,7.25,0.11,484
Caturra,Mexico,Washed / Wet,2012,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,7.33,0.12,484
Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,7.33,0.12,484
Caturra,Colombia,Washed / Wet,2011,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.17,0.0,170
Caturra,Colombia,Washed / Wet,2012,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,7.5,0.08,170
Bourbon,Brazil,Natural / Dry,2018,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,7.25,0.11,076
Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,7.58,0.1,320
Bourbon,Guatemala,Washed / Wet,2017,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,7.33,0.12,320
Catuai,Honduras,Washed / Wet,2016,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,0.11,340
Caturra,Nicaragua,Washed / Wet,2012,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,0.1,558
Caturra,Colombia,Washed / Wet,2016,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,7.67,0.0,170
Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,7.25,0.0,076
Bourbon,Brazil,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,0.1,076
Sumatra,Indonesia,Semi-washed / Semi-pulped,2013,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,7.58,0.11,360
Caturra,Honduras,Natural / Dry,2014,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,0.1,340
Caturra,Costa Rica,Washed / Wet,2013,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,8.08,0.11,188
Caturra,Mexico,Washed / Wet,2014,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,7.42,0.0,484
Typica,Mexico,Washed / Wet,2013,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,7.42,0.12,484
Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.17,0.11,320
Typica,Mexico,Washed / Wet,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,7.58,0.13,484
Bourbon,Mexico,Washed / Wet,2012,7.67,7.25,7.17,7.75,7.5,7.25,10.0,10.0,10.0,7.08,0.11,484
Bourbon,Mexico,Washed / Wet,2012,7.5,7.42,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.17,0.11,484
Bourbon,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.58,7.25,7.17,10.0,10.0,10.0,7.42,0.11,484
Caturra,Mexico,Semi-washed / Semi-pulped,2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10.0,10.0,7.67,0.11,484
Catimor,Honduras,Washed / Wet,2018,7.5,7.42,7.08,7.42,7.5,7.33,10.0,10.0,10.0,7.33,0.11,340
Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.5,7.42,7.33,10.0,10.0,10.0,7.42,0.12,320
Caturra,Costa Rica,Washed / Wet,2015,7.58,7.42,7.5,7.17,7.08,7.58,10.0,10.0,10.0,7.25,0.12,188
Gesha,Malawi,Washed / Wet,2014,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,0.13,454
Yellow Bourbon,Brazil,Washed / Wet,2014,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,0.12,076
Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.17,7.58,7.42,7.5,10.0,10.0,10.0,7.17,0.12,320
Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,6.75,7.42,10.0,10.0,10.0,7.33,0.12,484
Marigojipe,Mexico,Natural / Dry,2012,7.33,7.5,7.25,7.5,7.5,7.17,10.0,10.0,10.0,7.33,0.11,484
Typica,Mexico,Natural / Dry,2012,7.67,7.58,7.42,7.58,7.58,7.42,10.0,10.0,8.67,7.67,0.11,484
Caturra,Thailand,Washed / Wet,2011,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,0.01,764
Caturra,Thailand,Washed / Wet,2011,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,7.33,0.2,764
Caturra,Costa Rica,Washed / Wet,2012,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,7.25,0.0,188
Bourbon,Guatemala,Washed / Wet,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10.0,10.0,7.58,0.1,320
Caturra,Nicaragua,Other,2017,7.5,7.42,7.33,7.33,7.25,7.33,10.0,10.0,10.0,7.33,0.11,558
Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.33,7.42,7.17,7.25,10.0,10.0,10.0,7.33,0.1,340
Bourbon,Guatemala,Washed / Wet,2017,7.5,7.42,7.25,7.25,7.5,7.25,10.0,10.0,10.0,7.33,0.12,320
Catuai,Myanmar,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,7.42,0.0,104
Caturra,Costa Rica,Washed / Wet,2014,7.83,7.33,7.08,7.08,7.33,7.5,10.0,10.0,10.0,7.33,0.12,188
Gesha,Malawi,Washed / Wet,2014,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,0.12,454
Other,Guatemala,Washed / Wet,2014,7.5,7.42,7.17,7.58,7.25,7.42,10.0,10.0,10.0,7.17,0.12,320
Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0.0,076
Blue Mountain,Haiti,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.11,332
Typica,Mexico,Washed / Wet,2013,7.33,7.33,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.25,0.13,484
Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.42,7.33,7.33,10.0,10.0,10.0,7.17,0.12,484
Catuai,Mexico,Washed / Wet,2012,7.42,7.25,7.17,7.42,7.17,8.0,10.0,10.0,10.0,7.08,0.12,484
Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.5,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.25,0.11,484
Bourbon,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.17,7.25,7.42,10.0,10.0,10.0,7.5,0.13,484
Typica,Mexico,Natural / Dry,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10.0,10.0,7.42,0.11,484
Other,Indonesia,Washed / Wet,2012,7.75,7.17,7.17,7.33,7.58,7.33,10.0,10.0,10.0,7.17,0.12,360
Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.17,0.12,076
Bourbon,Guatemala,Washed / Wet,2012,7.33,7.5,7.33,7.42,7.17,7.33,10.0,10.0,10.0,7.42,0.11,320
Caturra,Colombia,Washed / Wet,2012,7.42,7.42,7.17,7.42,7.42,7.33,10.0,10.0,10.0,7.33,0.06,170
Mundo Novo,Mexico,Washed / Wet,2017,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,7.25,0.12,484
Catuai,Guatemala,Washed / Wet,2016,7.42,7.33,7.08,7.58,7.33,7.25,10.0,10.0,10.0,7.42,0.1,320
Catuai,Brazil,Natural / Dry,2016,7.33,7.5,7.5,7.33,6.83,7.42,10.0,10.0,10.0,7.5,0.11,076
Catuai,Honduras,Washed / Wet,2015,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,0.12,340
Gesha,Malawi,Washed / Wet,2014,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,0.12,454
Bourbon,Brazil,Natural / Dry,2015,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,0.0,076
Bourbon,Guatemala,Washed / Wet,2014,7.42,7.5,7.17,7.42,7.42,7.42,10.0,10.0,10.0,7.08,0.1,320
Typica,Mexico,Washed / Wet,2014,7.67,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.33,0.0,484
Caturra,Peru,Washed / Wet,2013,7.42,7.42,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.25,0.1,604
Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.5,10.0,10.0,10.0,7.08,0.12,320
Caturra,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.17,7.25,7.42,10.0,10.0,10.0,7.58,0.13,484
Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.25,7.25,7.5,7.33,10.0,10.0,10.0,7.25,0.13,484
Caturra,Colombia,Natural / Dry,2011,7.5,7.42,7.25,7.17,7.17,7.75,10.0,10.0,10.0,7.17,0.11,170
Caturra,Colombia,Washed / Wet,2010,7.75,7.33,7.42,7.0,7.33,7.25,10.0,10.0,10.0,7.33,0.16,170
Caturra,Colombia,Washed / Wet,2016,7.5,7.33,7.33,7.17,7.33,7.42,10.0,10.0,10.0,7.25,0.0,170
Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,0.11,340
Caturra,Mexico,Washed / Wet,2016,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,7.17,0.12,484
